,title,reading_time,like,writers,date
5303,Should We Blame Finance Influencers?,3,3,Mohamad Hakim,2022-11-16
5304,We will all have to grin and bear Hunt’s ‘Fiscal Statement’,4,53,Zorawar,2022-11-16
5305,How I Started Being Happier,3,51,Trevor Huffman,2022-11-16
5309,Lessons From Tom Brady’s $45 Million Loss In A Week,4,7,James Ssekamatte,2022-11-17
5310,The Top 5 Data Science and Analytic Trends in 2023,9,44,Christophe Atten,2022-11-17
5311,7 Ways To Invest In Artificial Intelligence,7,2,Max Yampolsky,2022-11-17
5312,A golden lining for the market,4,15,Dave Coker,2022-11-17
5313,Revisiting Terra Crash: The Cause And The Impact It Had,6,201,Basil Kimathi,2022-11-17
5314,Neuromorphic computing is rivaling Quantum computing,5,15,Erman Akdogan,2022-11-17
5315,"<strong class=""markup--strong markup--h3-strong"">Girl Love</strong>",10,1,"Jessica Lyon & Joshua J. Lyon, BSQP, CNP (J & J)",2022-11-17
5316,The Pyramid Investing Strategy,3,105,Jamie Bullock,2022-11-17
5317,Data Science for Business — Book Review,4,64,Arthur Mello,2022-11-17
5318,Understanding Byte-Pair Encoding (BPE) Word Piece And Unigram,7,10,Arun Mohan,2022-11-17
5319,"<strong class=""markup--strong markup--h3-strong"">How To Convince Businesses That They Need Your Writing Services</strong>",3,161,Dennis De Silva,2022-11-17
5321,Energy Storage Now,3,301,Mike Hassaballa,2022-11-17
5324,"<strong class=""markup--strong markup--h3-strong"">Know Your Financial Score FI</strong>",6,216,Nate Meharg,2022-11-17
5325,The Chaos Before The Breakthrough,3,55,Jaci Clement,2022-11-17
5327,"<strong class=""markup--strong markup--h3-strong"">Is Amazon (AMZN) in decline?</strong>",6,50,Daniel G. Jennings,2022-11-18
5328,World’s Coolest Dictator Is Buying One Bitcoin a Day — You’ll See Why He’ll Go Down In History.,6,125,Jayden Levitt,2022-11-18
5329,8 Mindblowing AI Tools That Will Save You Hours of Life,5,319,Jerry Keszka,2022-11-18
5330,When Stanley Druckenmiller Talks It Pays To Listen,6,10,Daniel Schönberger,2022-11-18
5331,Stocks: The game is rigged to the upside,3,146,Dave Coker,2022-11-18
5332,5 Free Tableau Dashboarding templates websites,4,101,Philippe Bouaziz,2022-11-18
5333,Anatomy of Crypto Scammers: The Obsession with the “Cult of Personality” in Crypto,13,10,Francesco Galati,2022-11-18
5334,Beat the Market with Expectations Investing,4,22,Carl Westerby,2022-11-18
5335,60 Splendid Lessons I Learned From Publishing 600 Articles on Medium,16,121,Fahri Karakas,2022-11-18
5336,4 Likely Sources of Losses For FTX,3,10,James Ssekamatte,2022-11-18
5337,Beyond Drugs: The Importance Of Wearables In Life Sciences,6,55,Flavio Aliberti,2022-11-18
5340,Coping With Financial Stress? Some Solutions to Ease Your Worries,4,45,Jordan Mendiola,2022-11-18
5341,WINGS AND ROOTS: What kind of person are you?,2,213,William Barter,2022-11-18
5342,Bitcoin’s Role in the Biggest Pump-and-Dump in Human History,6,225,Mark Helfman,2022-11-19
5343,CBDCs: How Dangerous Are Central Bank Digital Currencies?,5,152,Richard Knight,2022-11-19
5344,How to Find Your Twitter People on Mastodon,3,135,David August,2022-11-19
5345,Where’s the bottom for bitcoin?,11,69,The Gift Of Fire,2022-11-19
5346,"Finding the S&P500’s most volatile weekday and rush times, and largest trading volume using Python.",5,65,Piotr Szymanski,2022-11-19
5347,Python Documentation Using Sphinx,5,147,Praveen Pareek,2022-11-19
5348,Classification Task with 6 Different Algorithms using Python,9,202,Gencay I.,2022-11-19
5349,The Chinese Crypto Century,7,24,Patrick Tan,2022-11-19
5350,Will Santa Claus visit Wall Street this year?,3,12,Dave Coker,2022-11-19
5351,The Lost Decade!,8,20,Sagar Singh Setia,2022-11-19
5352,Electricity = Power,6,56,Mats Larsson,2022-11-19
5353,"<strong class=""markup--strong markup--h3-strong"">Falling in Love with the Library</strong>",3,350,Nate Meharg,2022-11-19
5354,Do we always need engineers to build products?,5,34,Christina Stejskalova,2022-11-19
5355,"<strong class=""markup--strong markup--h3-strong"">How To Use Customer Feedback To Your Advantage</strong>",3,1,Dennis De Silva,2022-11-19
5356,Can We Use Simple Technical Analysis Time the Bottom of the Bear Market?,6,37,Danny Groves,2022-11-20
5357,"<strong class=""markup--strong markup--h3-strong"">You Need Exactly These 3 Income Streams to Avoid Living Lousy Lives in Old Age</strong>",4,79,Paulo A. José,2022-11-20
5358,Integrating Machine-learning Powered Tools in Game Development Workflow,9,1,Shachar Oz,2022-11-20
5359,Is The US in stagflation?,3,17,Dave Coker,2022-11-20
5360,Playing the Game of Life: Comparing Life to Video Games,12,232,Matt | Financial Imagineer,2022-11-20
5362,"<strong class=""markup--strong markup--h3-strong"">Why the ultra rich are good at investing</strong>",3,90,"Segun Ojediran, MSc",2022-11-20
5363,Instagram’s TikTok Dilemma — Why It’s A Profitable Bad Idea,4,58,Mofrad Muntasir,2022-11-20
5364,Why I think YouTube Is Not a Place to Learn Data Science.,6,19,Thuwarakesh Murallie,2022-11-20
5365,4 Free Unheard Of Marketing Tools To Build Your Email List,4,5,Annie Wegner,2022-11-20
5366,The Myth of the Noble Human Predator,7,110,Peter McClard,2022-11-20
5367,Hot Innovation Topics In The Crypto Industry,3,1,Crypto Beat,2022-11-20
5370,The Top 12 Trending Metaverse Lands,12,320,Henrique Centieiro,2022-11-21
5371,"<strong class=""markup--strong markup--h3-strong"">Will Coinbase (COIN) Collapse?</strong>",6,10,Daniel G. Jennings,2022-11-21
5372,Which Bargain Cryptocurrency Should You Buy Now with $50,7,597,Stephen Dalton,2022-11-21
5373,Ethereum Is Set To Be Our Internet Money — The Energy Usage Argument Is Over.,5,21,Jayden Levitt,2022-11-21
5374,Python Vs. R for Data Scientists: Final Round!,6,87,Ruslan Brilenkov,2022-11-21
5375,How to make money in a recession,3,93,Dave Coker,2022-11-21
5376,Emerging Technologies and the Future of Business,8,171,"Genevieve Hayes, PhD",2022-11-21
5377,Data Governance and why it matters,6,36,Christophe Atten,2022-11-21
5378,How To Create A Digital Twins?,7,124,Lucky Brian,2022-11-21
5379,How to get more engagement on Medium articles,3,467,Hazel Paradise,2022-11-21
5380,Warren Buffett Theory Tells the Best Time to Enter the Crypto Market Is Now,5,139,Ahsan Chaudhry,2022-11-21
5381,No Country for Women,5,97,Utkarsha Malkar,2022-11-21
5383,My First 2 Weeks In The Medium Partner Program.,3,79,Edward Frost,2022-11-21
5385,Improper Motivation For Subordinates: What A Leader Should Not Do,3,130,Gil Mahesh,2022-11-21
5386,What Will it Take to Finally Reduce Inflation?,4,5,Michael Busler,2022-11-21
5388,Does the Law of Supply & Demand Really Work?,3,231,The Writing Zone,2022-11-21
5390,"<strong class=""markup--strong markup--h3-strong"">What’s the Best Note-Taking App in 2022 Comparing Tiago Forte’s Survey and Paperless Movement®’s?</strong>",3,24,Paco Cantero,2022-11-22
5391,8 AI Tools For Online Creators That Will Save You 100s of Hours of Work,5,117,Jerry Keszka,2022-11-22
5393,"Creating a Python function to calculate maximum profit, loss and breakeven points for short options strategies.",9,51,Piotr Szymanski,2022-11-22
5394,3-Year Gold Price,5,2,Carlos Pascual,2022-11-22
5395,These S&P 500 stocks are down 50% or more,3,61,Dave Coker,2022-11-22
5397,Crypto is the Kryptonite To Your Financial Wellbeing,5,8,James Ssekamatte,2022-11-22
5398,The Accelerating Rate Of Healthcare Innovation,4,23,Amit Garg,2022-11-22
5399,Twitter Polling Reveals Bitcoin Bulls Hanging on By A Thread Amid Market Crash,3,240,Alexandre Lores,2022-11-22
5400,How to “Put” Your Money to Work,4,19,Carl Westerby,2022-11-22
5401,Agility Is Not The Same As Being Agile,3,187,Marcus Glowasz,2022-11-22
5402,"<strong class=""markup--strong markup--h3-strong"">Is Target (TGT) in decline?</strong>",4,50,Daniel G. Jennings,2022-11-22
5403,"<strong class=""markup--strong markup--h3-strong"">Inflation Is Tax</strong>",4,4,Paulo A. José,2022-11-22
5404,"<strong class=""markup--strong markup--h3-strong"">How to Be More Creative in Your Business Ideas</strong>",3,15,Dennis De Silva,2022-11-22
5405,How to Bring Senior Leadership Onboard to New Ways of Communicating — How To Communications,4,51,Cynthia Lockrey,2022-11-22
5408,"<strong class=""markup--strong markup--h3-strong"">What Is an Expense Ratio?</strong>",2,26,Tunji Onigbanjo,2022-11-22
5409,Thinking About Deleting Pictures Online?,2,1,"Jessica Lyon & Joshua J. Lyon, BSQP, CNP (J & J)",2022-11-22
5411,Why Twitter Still Owes Former CEO Parag Agrawal $50 Million,8,1,Napoleon,2022-11-23
5412,This Is Why 2023 Will Be a Positive Year,7,566,Joseph Mavericks,2022-11-23
5413,3 Smart Money Moves Nobody Talks About,5,138,Desiree Peralta,2022-11-23
5414,Why Tesla’s Optimus Is a Big Step on the Way to AGI,4,51,Laszlo Fazekas,2022-11-23
5415,Solana & Polygon — 6 Killer Use Cases! Crypto Utility Series,10,138,Col Jung,2022-11-23
5416,"<strong class=""markup--strong markup--h3-strong"">Navigating in Tunnels Using a Smartphone Without Beacons or GPS</strong>",4,15,Barak Or,2022-11-23
5417,The Best Apps and Devices to Become Paperless and Boost Your Productivity as a Business Professional,6,5,Paco Cantero,2022-11-23
5418,"Savings plunge, debt rises",4,31,Dave Coker,2022-11-23
5419,What is geospatial MLOps and do you need one?,7,12,Quantum,2022-11-23
5420,Tableau Public for Data Visualization of Yeezys vs Off-White Sneaker Sales,6,127,Maxine Attobrah,2022-11-23
5421,Can Corporations Cure Burnout with Artificial Intelligence?,8,267,Ela Hunter,2022-11-23
5423,Sales Aren’t About Money — It’s About The Seller’s Mental Health,4,67,Annie Wegner,2022-11-23
5424,All about FTX collapse,3,46,Sujay Kapadnis,2022-11-23
5426,How To Increase Your Influence And Protect Your Job,3,1,Dean Gee,2022-11-23
5427,Essential Strategy For Big Data,4,170,Flavio Aliberti,2022-11-23
5428,"Nature Publications on Medium, Recruiting New Writers",6,50,Øivind H. Solheim,2022-11-23
5429,4 Ways to Stop Impulsively Spending on Takeout & Fancy Clothes as Your Savings Plummet,3,8,Daniella Cressman,2022-11-23
5430,10 of The Most Powerful Tools for Productivity on Earth,6,247,Jerry Keszka,2022-11-24
5431,Your Bet on Buying Bitcoin Is Better Than Owning Gold (Vitalik Buterin),5,101,Jayden Levitt,2022-11-24
5432,Stop Acting Like Traditional Jobs Offer Financial Stability,3,177,Destiny S. Harris,2022-11-24
5433,The Future of Data Science: Where Will We Be in 5 Years?,4,104,Rui Manuel Pereira,2022-11-24
5434,Top Performing S&P 500 Sectors 2022,6,2,Michael Cascio,2022-11-24
5435,Fed Minutes Signal Easing,4,36,Dave Coker,2022-11-24
5436,"Actually, The Money Supply Has Been DECREASING This Year",2,19,Jonathan Garner,2022-11-24
5437,Summary of Brian Tracy’s Time Management book,7,152,Aradbranding.Com,2022-11-24
5438,The Emperor Has No Clothes!,9,6,Sagar Singh Setia,2022-11-24
5439,The Big 3: Expenses That Are Eating Away Your Money,8,50,Matt | Financial Imagineer,2022-11-24
5440,When to Sell,5,18,Pablo Lema,2022-11-24
5441,"<strong class=""markup--strong markup--h3-strong"">How Digital Transformation Is Impacting The eLearning Sector</strong>",4,102,Aileen Scott,2022-11-24
5442,I Will Keep Buying Crypto,4,35,Mohamad Hakim,2022-11-24
5443,"<strong class=""markup--strong markup--h3-strong"">Life between Metaphor and Information</strong>",7,61,Claudiu Baciu,2022-11-24
5445,Stop Saving Your Money — Bitcoin’s Next Cycle Will Change Your Life (Cathie Wood),5,364,Jayden Levitt,2022-11-25
5447,An Introduction to Federated Learning,4,50,Christophe Atten,2022-11-25
5448,Elizabeth Holmes — Fake it ‘till you make it to 11 years in prison — A lesson to lying entrepreneurs,3,1000,Stefan Pircalabu,2022-11-25
5449,Bag yourself a holiday stock bargain?,3,31,Dave Coker,2022-11-25
5450,Best Penny Stocks To Buy Now? 7 Insider Picks In November,6,6,Joe Sirianni,2022-11-25
5454,How Often Should We Re-Optimize Trading Strategies?,5,55,Danny Groves,2022-11-26
5455,How to Deliberately Spend Money While Trying to Build Wealth,6,14,Desiree Peralta,2022-11-26
5456,The Ultimate Guide to Store Your Seed Phrase,9,46,Henrique Centieiro,2022-11-26
5457,How Does Warren Buffett Set a Margin of Safety For a Stock?,8,66,Jason Huynh,2022-11-26
5458,"The $10,000 Nest Egg I Walked into at an Estate Sale That Most People Miss",4,627,Tom Handy,2022-11-26
5459,4 Main Reasons to State ClickUp Is the Best Project Management App We’ve Ever Tried,4,4,Paco Cantero,2022-11-26
5460,Bitcoin will fail,4,8,Geoffrey Gardiner,2022-11-26
5461,How to land a Web3 project within a Web2 firm and change the company forever,19,8,Andrea Marchiotto,2022-11-26
5462,Tech Timeline to Trouble?,8,163,NazimuddinAR,2022-11-26
5463,"<strong class=""markup--strong markup--h3-strong"">Attention: How to Access the Dark Web Safely in 2023 [Updated]</strong>",10,128,Alex William,2022-11-26
5464,"No, AI Won’t Replace Your Jobs",10,28,Hari Devanathan,2022-11-26
5465,Advantages Of AI And Data Science For An Investment Banker,4,55,Vedant Dwivedi,2022-11-26
5466,Why anonymous messaging is a lie.,11,11,Roman Wiligut,2022-11-26
5467,How to Increase Your Investing Returns at 10x times,3,247,Saurabh Adhane,2022-11-26
5468,The Evolution of an Options Trader — Part IV,5,50,Andrew D Ellis,2022-11-26
5469,Yearn Finance: Making DeFi Accessible For Anyone,7,10,Maximilian Perkmann,2022-11-26
5471,Making the Case for T-bills,4,52,William (Dollar Bill) Mersey,2022-11-26
5474,Supercharging Yield with Liquid Staking,9,47,Xander Hoskinson,2022-11-26
5476,Demos Parneros on What You Should Know Before Investing in...,7,1,Demos Parneros,2022-11-26
5477,Is Warren Buffett a quant investor?,4,14,Keshav Bansal,2022-11-27
5478,"11 Startup Pitch Tips, esp. for Foreign Startups Looking to Enter the US Market",4,80,June W Choi,2022-11-27
5479,Twenty trading days until Christmas,3,29,Dave Coker,2022-11-27
5480,US Dollar weakens,3,8,Dave Coker,2022-11-27
5481,How To Quit Sugar Easily And Forever!,4,46,Mehra Majd,2022-11-27
5482,Using Canva New Text2images feature,4,166,Philippe Bouaziz,2022-11-27
5483,"No-, Low- and Full Code: The future of Data Science?",3,5,Christophe Atten,2022-11-27
5484,Inflation and Labor Market Data Will Drive Markets in The Week Ahead,4,236,ARTInvest,2022-11-27
5485,Humanity’s Childhood Ends With Corporate Culture’s Strategy of Psychological Ownership,9,250,Mackenzie Andersen,2022-11-27
5487,"<strong class=""markup--strong markup--h3-strong"">Trump Dines With Ye And White Nationalist, Nick Fuentes At Mar-A-Lago on Tuesday Evening</strong>",6,126,ARecchie,2022-11-27
5488,Practical Implementation of Analytic Hierarchy Process (AHP) in Python,7,24,Ayşe Kübra Kuyucu,2022-11-28
5489,"<strong class=""markup--strong markup--h3-strong"">Upcoming Crypto Projects - 2023</strong>",6,500,Namrata Gouda,2022-11-28
5491,Why the Crypto Winter Is Now Becoming Money Spring Season,6,456,Desiree Driesenaar,2022-11-28
5492,5 Bargain Cryptocurrencies for Less than a Quarter to Consider,8,471,Stephen Dalton,2022-11-28
5493,"If I Had To Put All Of My Eggs In One Basket, It Would Be This One",3,62,Edward Frost,2022-11-28
5494,Want To Live Longer (and Richer)? Invest in Genomics,7,195,Upen Singh,2022-11-28
5495,To pick winning stocks,3,28,Dave Coker,2022-11-28
5496,"How Much Medium Paid Me For 3,000 Views",2,3,Edward Frost,2022-11-28
5498,Fed Funds Rate Must Reach at Least 6% to Curb Inflation,4,9,Michael Busler,2022-11-28
5499,The Most Important Ingredient to Successful Investing is You,10,50,Matt | Financial Imagineer,2022-11-28
5500,“LEAPS” and Bounds Ahead of the Market,5,6,Carl Westerby,2022-11-28
5501,We Should Be Optimistic About the Future,5,151,Øivind H. Solheim,2022-11-28
5502,Raising Institutional Capital? The Recent Funding Pause is an Opportunity. Don’t Let it Go to Waste!,6,5,Marc Patterson,2022-11-28
5503,MetaFi — How changes your way of trade in the present Tech industry?,7,409,Jack Winstan,2022-11-28
5504,You Don’t Need A Job For Health Insurance,3,9,Destiny S. Harris,2022-11-28
5505,Data Science 101,7,11,Christophe Atten,2022-11-28
5508,Penny Stocks To Buy: Insiders & Hedge Funds Like These 3,6,7,Joe Sirianni,2022-11-28
5509,Will These Cryptocurrencies Go To 0? Coinbase Wallet Dumps 4 Digital Assets,3,327,Alexandre Lores,2022-11-29
5510,7 Personal Finances Tools That Will Save Your Money,5,109,Jerry Keszka,2022-11-29
5511,Will Deflation follow Inflation?,3,81,Dave Coker,2022-11-29
5513,Business ecosystems and data decentralisation in the financial markets,14,98,David Jenkins,2022-11-29
5514,4 Simple Steps to Supercharge Your Productivity by Using Kiss,6,6,Paco Cantero,2022-11-29
5516,Creating Features and K-Means Clustering in Feature Engineering,8,55,Abhinaba Banerjee,2022-11-29
5517,Fe,6,8,Christophe Atten,2022-11-29
5518,How To Empower Your Business Through 4 Types of Analytics,6,56,Thomas Vato,2022-11-29
5519,Building and Deploying a Convolutional Neural Network with TrueFoundry,7,14,Chanakya Vivek Kapoor,2022-11-29
5520,5 Reasons Writers Stay Broke Despite Choosing $10K Profitable Niches,4,18,Annie Wegner,2022-11-29
5521,CRH Plc. — Build your Future with this Blue-chip | DataDrivenInvestor,5,196,ARTInvest,2022-11-29
5522,"Squid Games, Gamification, and Destruction of Social Foundations",6,55,Shachar Oz,2022-11-29
5524,"<strong class=""markup--strong markup--h3-strong"">Struggling to Get Things Done? It’s Time to Hack Your Behavioural Tendencies</strong>",5,105,"Segun Ojediran, MSc",2022-11-29
